,총세대수,전용면적별세대수,공가수,임대보증금,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,실거주세대수,세대수비율주차면수,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,상가,아파트,세대수 규모 당 총 전용면적,단지별 총 전용면적
10,1216,148,13.0,27637000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,158.08811305070657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5920.0,47680.0
11,1216,74,13.0,27637000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,79.04405652535328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2960.0,47680.0
12,1216,70,13.0,27637000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,74.77140482128014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2800.0,47680.0
13,1216,70,13.0,27637000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,74.77140482128014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2800.0,47680.0
14,1216,170,13.0,36048000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,181.5876974231089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7650.0,47680.0
15,1216,170,13.0,36048000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,181.5876974231089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7650.0,47680.0
16,1216,62,13.0,42056000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,66.22610141313383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3100.0,47680.0
17,1216,62,13.0,42056000.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,66.22610141313383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3100.0,47680.0
18,755,120,6.0,15607000.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749,117.59679572763686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200.0,35210.0
19,755,120,6.0,15607000.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749,117.59679572763686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200.0,35210.0
20,755,207,6.0,23139000.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749,202.85447263017355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10350.0,35210.0
21,755,96,6.0,23139000.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749,94.07743658210948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4800.0,35210.0
22,755,160,6.0,29209000.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749,156.79572763684914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8800.0,35210.0
23,755,52,6.0,29209000.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749,50.958611481975964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2860.0,35210.0
24,696,228,14.0,12015000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,215.63049853372434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7980.0,30010.0
25,696,26,14.0,12015000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,24.589442815249267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,910.0,30010.0
26,696,196,14.0,21628000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,185.36656891495602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8820.0,30010.0
27,696,246,14.0,25233000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,232.65395894428153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12300.0,30010.0
28,566,230,9.0,12015000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,213.48294434470375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8050.0,23190.0
29,566,28,9.0,12015000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,25.989228007181328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,980.0,23190.0
30,566,13,9.0,12015000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,12.066427289048473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,455.0,23190.0
31,566,194,9.0,21628000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,180.0682226211849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8730.0,23190.0
32,566,15,9.0,21628000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,13.922800718132855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,675.0,23190.0
33,566,86,9.0,25233000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,79.82405745062836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4300.0,23190.0
34,1722,275,10.0,29551000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,238.21553738317758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9625.0,71560.0
35,1722,126,10.0,29551000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,109.14602803738318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4410.0,71560.0
36,1722,168,10.0,29551000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,145.52803738317758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5880.0,71560.0
37,1722,219,10.0,29551000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,189.70619158878506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7665.0,71560.0
38,1722,98,10.0,43990000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,84.89135514018692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4410.0,71560.0
39,1722,144,10.0,43990000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,124.73831775700934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6480.0,71560.0
40,1722,76,10.0,43990000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,65.83411214953271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3420.0,71560.0
41,1722,76,10.0,43990000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,65.83411214953271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3420.0,71560.0
42,1722,75,10.0,43990000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,64.96787383177569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3375.0,71560.0
43,1722,75,10.0,43990000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,64.96787383177569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3375.0,71560.0
44,1722,232,10.0,49854000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,200.96728971962614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11600.0,71560.0
45,1722,83,10.0,49854000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,71.89778037383178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4150.0,71560.0
46,1722,75,10.0,49854000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,64.96787383177569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3750.0,71560.0
47,624,190,13.0,17730000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,197.15220949263502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5700.0,23790.0
48,624,106,13.0,23641000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,109.99018003273322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3710.0,23790.0
49,624,43,13.0,23641000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,44.61865793780688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1505.0,23790.0
50,624,15,13.0,23641000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,15.564648117839607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,525.0,23790.0
51,624,38,13.0,35462000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,39.43044189852701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1710.0,23790.0
52,624,15,13.0,35462000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,15.564648117839607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,675.0,23790.0
53,624,46,13.0,35462000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,47.731587561374795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2070.0,23790.0
54,624,23,13.0,35462000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,23.865793780687397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1035.0,23790.0
55,624,78,13.0,35462000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,80.93617021276594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3510.0,23790.0
56,624,30,13.0,35462000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,31.129296235679213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1350.0,23790.0
57,624,20,13.0,41372000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,20.75286415711948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000.0,23790.0
58,624,20,13.0,41372000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,20.75286415711948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000.0,23790.0
59,361,94,13.0,10813000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,77.79310344827586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3290.0,14965.0
60,361,74,13.0,10813000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,61.241379310344826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2590.0,14965.0
61,361,97,13.0,16821000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,80.27586206896552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4365.0,14965.0
62,361,46,13.0,16821000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,38.06896551724138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2070.0,14965.0
63,361,10,13.0,16821000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,8.275862068965518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,450.0,14965.0
64,361,40,13.0,25233000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,33.10344827586207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2200.0,14965.0
65,754,517,15.0,32443000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,370.7848443843031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25850.0,37700.0
66,754,179,15.0,32443000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,128.37618403247632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8950.0,37700.0
67,754,58,15.0,32443000.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,41.596752368064955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2900.0,37700.0
68,240,120,8.0,32443000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,86.89655172413794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,12000.0
69,240,60,8.0,32443000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,43.44827586206897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3000.0,12000.0
70,240,20,8.0,32443000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,14.482758620689657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000.0,12000.0
71,240,40,8.0,32443000.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,28.965517241379313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,12000.0
72,688,178,0.0,15271000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,163.25290697674419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8900.0,35150.0
73,688,360,0.0,15407000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,330.1744186046512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,35150.0
74,688,150,0.0,17687000.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,137.57267441860466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8250.0,35150.0
75,623,89,0.0,9714000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,31.71428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3115.0,25375.0
76,623,354,0.0,10244000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,126.14446227929373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14160.0,25375.0
77,623,180,0.0,11807000.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,64.14125200642054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8100.0,25375.0
78,600,298,9.0,8052000.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,591,58.994923857868024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7450.0,16550.0
79,600,298,9.0,9174000.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,591,58.994923857868024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8940.0,16550.0
80,600,1,9.0,17342000.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,591,0.1979695431472081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,16550.0
81,600,1,9.0,17342000.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,591,0.1979695431472081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,16550.0
82,600,1,9.0,17342000.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,591,0.1979695431472081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,16550.0
83,600,1,9.0,17342000.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,591,0.1979695431472081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,16550.0
84,405,313,19.0,19436000.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,240.02072538860102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14085.0,19145.0
85,405,92,19.0,28252000.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,70.54922279792746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5060.0,19145.0
86,517,60,12.0,17460000.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,62.61386138613861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2100.0,20650.0
87,517,89,12.0,17460000.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,92.87722772277228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3115.0,20650.0
88,517,225,12.0,19954000.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,234.8019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9000.0,20650.0
89,517,143,12.0,28687000.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,149.229702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6435.0,20650.0
90,619,294,2.0,3141000.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,617,46.22042139384117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7350.0,16315.0
91,619,149,2.0,3141000.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,617,23.424635332252834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3725.0,16315.0
92,619,149,2.0,3731000.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,617,23.424635332252834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4470.0,16315.0
93,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10.0,16315.0
94,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15.0,16315.0
95,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15.0,16315.0
96,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20.0,16315.0
97,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20.0,16315.0
98,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20.0,16315.0
99,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20.0,16315.0
100,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
101,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
102,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
103,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
104,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
105,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
106,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
107,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
108,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
109,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
110,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
111,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,16315.0
112,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30.0,16315.0
113,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30.0,16315.0
114,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40.0,16315.0
115,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40.0,16315.0
116,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45.0,16315.0
117,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.0,16315.0
118,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.0,16315.0
119,619,1,2.0,17342000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,617,0.15721231766612642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.0,16315.0
120,875,557,13.0,11492000.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,398.0417633410673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19495.0,33805.0
121,875,20,13.0,14215000.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,14.292343387470996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,900.0,33805.0
122,875,298,13.0,14292000.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,212.95591647331787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13410.0,33805.0
123,560,360,0.0,3138000.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,560,99.00000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000.0,15320.0
